student_id,student_name,class_name,section,date,subject,marks,max_marks,term
S1026,Learner 27,8,C,2026-06-13,Science,46.3,100,Term 1
S1026,Learner 27,8,C,2026-06-13,English,61.0,100,Term 1
S1026,Learner 27,8,C,2026-06-13,Social Studies,59.1,100,Term 1
S1026,Learner 27,8,C,2026-06-13,Hindi,44.2,100,Term 1
S1026,Learner 27,8,C,2026-07-07,Maths,38.7,100,Term 2
S1026,Learner 27,8,C,2026-07-07,Science,51.0,100,Term 2
S1026,Learner 27,8,C,2026-07-07,English,53.1,100,Term 2
S1026,Learner 27,8,C,2026-07-07,Social Studies,64.2,100,Term 2
S1026,Learner 27,8,C,2026-07-07,Hindi,42.5,100,Term 2
S1026,Learner 27,8,C,2026-07-31,Maths,49.6,100,Term 3
S1026,Learner 27,8,C,2026-07-31,Science,49.7,100,Term 3
S1026,Learner 27,8,C,2026-07-31,English,37.4,100,Term 3
S1026,Learner 27,8,C,2026-07-31,Social Studies,63.2,100,Term 3
S1026,Learner 27,8,C,2026-07-31,Hindi,53.9,100,Term 3
S1027,Learner 28,6,A,2026-06-13,Maths,59.5,100,Term 1
S1027,Learner 28,6,A,2026-06-13,Science,82.9,100,Term 1
S1027,Learner 28,6,A,2026-06-13,English,76.6,100,Term 1
S1027,Learner 28,6,A,2026-06-13,Social Studies,67.6,100,Term 1
S1027,Learner 28,6,A,2026-06-13,Hindi,71.0,100,Term 1
S1027,Learner 28,6,A,2026-07-07,Maths,64.8,100,Term 2
S1027,Learner 28,6,A,2026-07-07,Science,59.1,100,Term 2
S1027,Learner 28,6,A,2026-07-07,English,60.5,100,Term 2
S1027,Learner 28,6,A,2026-07-07,Social Studies,47.1,100,Term 2
S1027,Learner 28,6,A,2026-07-07,Hindi,78.2,100,Term 2
S1027,Learner 28,6,A,2026-07-31,Maths,33.6,100,Term 3
S1027,Learner 28,6,A,2026-07-31,Science,36.3,100,Term 3
S1027,Learner 28,6,A,2026-07-31,English,39.2,100,Term 3
S1027,Learner 28,6,A,2026-07-31,Social Studies,33.8,100,Term 3
S1027,Learner 28,6,A,2026-07-31,Hindi,52.5,100,Term 3
S1028,Learner 29,7,B,2026-06-13,Maths,84.7,100,Term 1
S1028,Learner 29,7,B,2026-06-13,Science,68.4,100,Term 1
S1028,Learner 29,7,B,2026-06-13,English,71.7,100,Term 1
S1028,Learner 29,7,B,2026-06-13,Social Studies,70.8,100,Term 1
S1028,Learner 29,7,B,2026-06-13,Hindi,76.9,100,Term 1
S1028,Learner 29,7,B,2026-07-07,Maths,79.7,100,Term 2
S1028,Learner 29,7,B,2026-07-07,Science,54.5,100,Term 2
S1028,Learner 29,7,B,2026-07-07,English,61.2,100,Term 2
S1028,Learner 29,7,B,2026-07-07,Social Studies,53.6,100,Term 2
S1028,Learner 29,7,B,2026-07-07,Hindi,55.2,100,Term 2
S1028,Learner 29,7,B,2026-07-31,English,27.8,100,Term 3
S1028,Learner 29,7,B,2026-07-31,Social Studies,32.7,100,Term 3
S1028,Learner 29,7,B,2026-07-31,Hindi,37.1,100,Term 3
S1029,Learner 30,8,C,2026-06-13,Maths,65.6,100,Term 1
S1029,Learner 30,8,C,2026-06-13,Science,90.6,100,Term 1
S1029,Learner 30,8,C,2026-06-13,English,82.6,100,Term 1
S1029,Learner 30,8,C,2026-06-13,Social Studies,86.6,100,Term 1
S1029,Learner 30,8,C,2026-06-13,Hindi,79.7,100,Term 1
S1029,Learner 30,8,C,2026-07-07,Maths,63.9,100,Term 2
S1029,Learner 30,8,C,2026-07-07,Science,84.8,100,Term 2
S1029,Learner 30,8,C,2026-07-07,English,74.3,100,Term 2
S1029,Learner 30,8,C,2026-07-07,Social Studies,68.8,100,Term 2
S1029,Learner 30,8,C,2026-07-07,Hindi,66.9,100,Term 2
S1029,Learner 30,8,C,2026-07-31,Maths,63.6,100,Term 3
S1029,Learner 30,8,C,2026-07-31,Science,70.6,100,Term 3
S1029,Learner 30,8,C,2026-07-31,English,77.0,100,Term 3
S1029,Learner 30,8,C,2026-07-31,Social Studies,87.4,100,Term 3
S1029,Learner 30,8,C,2026-07-31,Hindi,68.7,100,Term 3
S1030,Learner 31,6,A,2026-06-13,Maths,82.8,100,Term 1
S1030,Learner 31,6,A,2026-06-13,Science,78.8,100,Term 1
S1030,Learner 31,6,A,2026-06-13,English,83.2,100,Term 1
S1030,Learner 31,6,A,2026-06-13,Social Studies,75.4,100,Term 1
S1030,Learner 31,6,A,2026-06-13,Hindi,62.3,100,Term 1
S1030,Learner 31,6,A,2026-07-07,Maths,87.0,100,Term 2
S1030,Learner 31,6,A,2026-07-07,Science,82.3,100,Term 2
S1030,Learner 31,6,A,2026-07-07,English,63.3,100,Term 2
S1030,Learner 31,6,A,2026-07-07,Social Studies,75.9,100,Term 2
S1030,Learner 31,6,A,2026-07-07,Hindi,73.2,100,Term 2
S1030,Learner 31,6,A,2026-07-31,Maths,98,100,Term 3
S1030,Learner 31,6,A,2026-07-31,Science,91.2,100,Term 3
S1030,Learner 31,6,A,2026-07-31,English,76.9,100,Term 3
S1030,Learner 31,6,A,2026-07-31,Social Studies,73.4,100,Term 3
S1030,Learner 31,6,A,2026-07-31,Hindi,83.1,100,Term 3
S1031,Learner 32,7,B,2026-06-13,Maths,78.2,100,Term 1
S1031,Learner 32,7,B,2026-06-13,Science,82.4,100,Term 1
S1031,Learner 32,7,B,2026-06-13,English,73.0,100,Term 1
S1031,Learner 32,7,B,2026-06-13,Social Studies,65.1,100,Term 1
S1031,Learner 32,7,B,2026-06-13,Hindi,55.6,100,Term 1
S1031,Learner 32,7,B,2026-07-07,Maths,61.6,100,Term 2
S1031,Learner 32,7,B,2026-07-07,Science,58.8,100,Term 2
S1031,Learner 32,7,B,2026-07-07,English,75.5,100,Term 2
S1031,Learner 32,7,B,2026-07-07,Social Studies,81.8,100,Term 2
S1031,Learner 32,7,B,2026-07-07,Hindi,92.7,100,Term 2
S1031,Learner 32,7,B,2026-07-31,Maths,77.9,100,Term 3
S1031,Learner 32,7,B,2026-07-31,Science,97.4,100,Term 3
S1031,Learner 32,7,B,2026-07-31,English,92.3,100,Term 3
S1031,Learner 32,7,B,2026-07-31,Social Studies,74.4,100,Term 3
S1031,Learner 32,7,B,2026-07-31,Hindi,69.8,100,Term 3
S1032,Learner 33,8,C,2026-06-13,Maths,78.1,100,Term 1
S1032,Learner 33,8,C,2026-06-13,Science,70.4,100,Term 1
S1032,Learner 33,8,C,2026-06-13,English,71.3,100,Term 1
S1032,Learner 33,8,C,2026-06-13,Social Studies,75.6,100,Term 1
S1032,Learner 33,8,C,2026-06-13,Hindi,80.8,100,Term 1
S1032,Learner 33,8,C,2026-07-07,Maths,55.6,100,Term 2
S1032,Learner 33,8,C,2026-07-07,Science,76.6,100,Term 2
S1032,Learner 33,8,C,2026-07-07,English,75.7,100,Term 2
S1032,Learner 33,8,C,2026-07-07,Social Studies,83.6,100,Term 2
S1032,Learner 33,8,C,2026-07-07,Hindi,65.8,100,Term 2
S1032,Learner 33,8,C,2026-07-31,Maths,81.1,100,Term 3
S1032,Learner 33,8,C,2026-07-31,Science,65.4,100,Term 3
S1032,Learner 33,8,C,2026-07-31,English,66.2,100,Term 3
S1032,Learner 33,8,C,2026-07-31,Social Studies,66.8,100,Term 3
S1032,Learner 33,8,C,2026-07-31,Hindi,77.2,100,Term 3
S1033,Learner 34,6,A,2026-06-13,Maths,72.2,100,Term 1
S1033,Learner 34,6,A,2026-06-13,Science,87.8,100,Term 1
S1033,Learner 34,6,A,2026-06-13,English,80.2,100,Term 1
S1033,Learner 34,6,A,2026-06-13,Social Studies,73.4,100,Term 1
S1033,Learner 34,6,A,2026-06-13,Hindi,85.7,100,Term 1
S1033,Learner 34,6,A,2026-07-07,Maths,92.5,100,Term 2
S1033,Learner 34,6,A,2026-07-07,Science,76.8,100,Term 2
S1033,Learner 34,6,A,2026-07-07,English,94.6,100,Term 2
S1033,Learner 34,6,A,2026-07-07,Social Studies,78.8,100,Term 2
S1033,Learner 34,6,A,2026-07-07,Hindi,80.2,100,Term 2
S1033,Learner 34,6,A,2026-07-31,Maths,65.7,100,Term 3
S1033,Learner 34,6,A,2026-07-31,Science,86.4,100,Term 3
S1033,Learner 34,6,A,2026-07-31,English,86.1,100,Term 3
S1033,Learner 34,6,A,2026-07-31,Social Studies,78.8,100,Term 3
S1033,Learner 34,6,A,2026-07-31,Hindi,86.2,100,Term 3
S1034,Learner 35,7,B,2026-06-13,Maths,97.1,100,Term 1
S1034,Learner 35,7,B,2026-06-13,Science,93.5,100,Term 1
S1034,Learner 35,7,B,2026-06-13,English,67.1,100,Term 1
S1034,Learner 35,7,B,2026-06-13,Social Studies,73.3,100,Term 1
S1034,Learner 35,7,B,2026-06-13,Hindi,89.4,100,Term 1
S1034,Learner 35,7,B,2026-07-07,Maths,85.0,100,Term 2
S1034,Learner 35,7,B,2026-07-07,Science,87.4,100,Term 2
S1034,Learner 35,7,B,2026-07-07,English,60.3,100,Term 2
S1034,Learner 35,7,B,2026-07-07,Social Studies,83.7,100,Term 2
S1034,Learner 35,7,B,2026-07-07,Hindi,81.7,100,Term 2
S1034,Learner 35,7,B,2026-07-31,Maths,70.5,100,Term 3
S1034,Learner 35,7,B,2026-07-31,Science,92.0,100,Term 3
S1034,Learner 35,7,B,2026-07-31,English,84.2,100,Term 3
S1034,Learner 35,7,B,2026-07-31,Social Studies,86.9,100,Term 3
S1034,Learner 35,7,B,2026-07-31,Hindi,93.0,100,Term 3
S1035,Learner 36,8,C,2026-06-13,Maths,73.7,100,Term 1
S1035,Learner 36,8,C,2026-06-13,Science,79.9,100,Term 1
S1035,Learner 36,8,C,2026-06-13,English,76.2,100,Term 1
S1035,Learner 36,8,C,2026-06-13,Social Studies,87.6,100,Term 1
S1035,Learner 36,8,C,2026-06-13,Hindi,86.1,100,Term 1
S1035,Learner 36,8,C,2026-07-07,Maths,66.1,100,Term 2
S1035,Learner 36,8,C,2026-07-07,Science,69.0,100,Term 2
S1035,Learner 36,8,C,2026-07-07,English,66.2,100,Term 2
S1035,Learner 36,8,C,2026-07-07,Social Studies,78.8,100,Term 2
S1035,Learner 36,8,C,2026-07-07,Hindi,64.9,100,Term 2
S1035,Learner 36,8,C,2026-07-31,Maths,66.7,100,Term 3
S1035,Learner 36,8,C,2026-07-31,Science,90.1,100,Term 3
S1035,Learner 36,8,C,2026-07-31,English,67.9,100,Term 3
S1035,Learner 36,8,C,2026-07-31,Social Studies,82.4,100,Term 3
S1035,Learner 36,8,C,2026-07-31,Hindi,54.8,100,Term 3
S1036,Learner 37,6,A,2026-06-13,Maths,59.3,100,Term 1
S1036,Learner 37,6,A,2026-06-13,Science,37.4,100,Term 1
S1036,Learner 37,6,A,2026-06-13,English,65.8,100,Term 1
S1036,Learner 37,6,A,2026-06-13,Social Studies,53.9,100,Term 1
S1036,Learner 37,6,A,2026-06-13,Hindi,57.2,100,Term 1
S1036,Learner 37,6,A,2026-07-07,Maths,42.4,100,Term 2
S1036,Learner 37,6,A,2026-07-07,Science,55.5,100,Term 2
S1036,Learner 37,6,A,2026-07-07,English,46.6,100,Term 2
S1036,Learner 37,6,A,2026-07-07,Social Studies,61.1,100,Term 2
S1036,Learner 37,6,A,2026-07-07,Hindi,47.2,100,Term 2
S1036,Learner 37,6,A,2026-07-31,Maths,48.9,100,Term 3
S1036,Learner 37,6,A,2026-07-31,Science,43.7,100,Term 3
S1036,Learner 37,6,A,2026-07-31,English,48.1,100,Term 3
S1036,Learner 37,6,A,2026-07-31,Social Studies,59.8,100,Term 3
S1036,Learner 37,6,A,2026-07-31,Hindi,49.0,100,Term 3
S1037,Learner 38,7,B,2026-06-13,Maths,68.0,100,Term 1
S1037,Learner 38,7,B,2026-06-13,Science,49.7,100,Term 1
S1037,Learner 38,7,B,2026-06-13,English,85.9,100,Term 1
S1037,Learner 38,7,B,2026-06-13,Social Studies,62.8,100,Term 1
S1037,Learner 38,7,B,2026-06-13,Hindi,56.9,100,Term 1
S1037,Learner 38,7,B,2026-07-07,Maths,65.5,100,Term 2
S1037,Learner 38,7,B,2026-07-07,Science,57.0,100,Term 2
S1037,Learner 38,7,B,2026-07-07,English,92.7,100,Term 2
S1037,Learner 38,7,B,2026-07-07,Social Studies,75.4,100,Term 2
S1037,Learner 38,7,B,2026-07-07,Hindi,74.9,100,Term 2
S1037,Learner 38,7,B,2026-07-31,Maths,71.5,100,Term 3
S1037,Learner 38,7,B,2026-07-31,Science,74.2,100,Term 3
S1037,Learner 38,7,B,2026-07-31,English,77.1,100,Term 3
S1037,Learner 38,7,B,2026-07-31,Social Studies,78.5,100,Term 3
S1037,Learner 38,7,B,2026-07-31,Hindi,96.7,100,Term 3
S1038,Learner 39,8,C,2026-06-13,Maths,46.8,100,Term 1
S1038,Learner 39,8,C,2026-06-13,Science,46.7,100,Term 1
S1038,Learner 39,8,C,2026-06-13,English,53.2,100,Term 1
S1038,Learner 39,8,C,2026-06-13,Social Studies,33.9,100,Term 1
S1038,Learner 39,8,C,2026-06-13,Hindi,64.7,100,Term 1
S1038,Learner 39,8,C,2026-07-07,Maths,27.6,100,Term 2
S1038,Learner 39,8,C,2026-07-07,Science,46.4,100,Term 2
S1038,Learner 39,8,C,2026-07-07,English,50.1,100,Term 2
S1038,Learner 39,8,C,2026-07-07,Social Studies,55.0,100,Term 2
S1038,Learner 39,8,C,2026-07-07,Hindi,43.3,100,Term 2
S1038,Learner 39,8,C,2026-07-31,Maths,30.7,100,Term 3
S1038,Learner 39,8,C,2026-07-31,Science,60.2,100,Term 3
S1038,Learner 39,8,C,2026-07-31,English,57.5,100,Term 3
S1038,Learner 39,8,C,2026-07-31,Social Studies,61.4,100,Term 3
S1038,Learner 39,8,C,2026-07-31,Hindi,43.7,100,Term 3
S1039,Learner 40,6,A,2026-06-13,Maths,53.9,100,Term 1
S1039,Learner 40,6,A,2026-06-13,Science,85.5,100,Term 1
S1039,Learner 40,6,A,2026-06-13,English,72.1,100,Term 1
S1039,Learner 40,6,A,2026-06-13,Social Studies,89.1,100,Term 1
S1039,Learner 40,6,A,2026-06-13,Hindi,68.1,100,Term 1
S1039,Learner 40,6,A,2026-07-07,Maths,50.2,100,Term 2
S1039,Learner 40,6,A,2026-07-07,Science,57.1,100,Term 2
S1039,Learner 40,6,A,2026-07-07,English,59.9,100,Term 2
S1039,Learner 40,6,A,2026-07-07,Social Studies,66.0,100,Term 2
S1039,Learner 40,6,A,2026-07-07,Hindi,59.4,100,Term 2
S1039,Learner 40,6,A,2026-07-31,Maths,27.1,100,Term 3
S1039,Learner 40,6,A,2026-07-31,Science,39.0,100,Term 3
S1039,Learner 40,6,A,2026-07-31,English,55.8,100,Term 3
S1039,Learner 40,6,A,2026-07-31,Social Studies,46.2,100,Term 3
S1039,Learner 40,6,A,2026-07-31,Hindi,39.6,100,Term 3
S1040,Learner 41,7,B,2026-06-13,Maths,61.9,100,Term 1
S1040,Learner 41,7,B,2026-06-13,Science,81.8,100,Term 1
S1040,Learner 41,7,B,2026-06-13,English,70.0,100,Term 1
S1040,Learner 41,7,B,2026-06-13,Social Studies,60.6,100,Term 1
S1040,Learner 41,7,B,2026-06-13,Hindi,76.1,100,Term 1
S1040,Learner 41,7,B,2026-07-07,Maths,50.4,100,Term 2
S1040,Learner 41,7,B,2026-07-07,Science,57.9,100,Term 2
S1040,Learner 41,7,B,2026-07-07,English,60.4,100,Term 2
S1040,Learner 41,7,B,2026-07-07,Social Studies,55.5,100,Term 2
S1040,Learner 41,7,B,2026-07-07,Hindi,51.6,100,Term 2
S1040,Learner 41,7,B,2026-07-31,Science,31.7,100,Term 3
S1040,Learner 41,7,B,2026-07-31,English,29.5,100,Term 3
S1040,Learner 41,7,B,2026-07-31,Social Studies,32.5,100,Term 3
S1040,Learner 41,7,B,2026-07-31,Hindi,28.8,100,Term 3
S1041,Learner 42,8,C,2026-06-13,Maths,73.1,100,Term 1
S1041,Learner 42,8,C,2026-06-13,Science,68.0,100,Term 1
S1041,Learner 42,8,C,2026-06-13,English,79.4,100,Term 1
S1041,Learner 42,8,C,2026-06-13,Social Studies,77.5,100,Term 1
S1041,Learner 42,8,C,2026-06-13,Hindi,85.4,100,Term 1
S1041,Learner 42,8,C,2026-07-07,Maths,76.9,100,Term 2
S1041,Learner 42,8,C,2026-07-07,Science,79.1,100,Term 2
S1041,Learner 42,8,C,2026-07-07,English,79.8,100,Term 2
S1041,Learner 42,8,C,2026-07-07,Social Studies,49.6,100,Term 2
S1041,Learner 42,8,C,2026-07-07,Hindi,77.0,100,Term 2
S1041,Learner 42,8,C,2026-07-31,Maths,72.9,100,Term 3
S1041,Learner 42,8,C,2026-07-31,Science,68.6,100,Term 3
S1041,Learner 42,8,C,2026-07-31,English,76.8,100,Term 3
S1041,Learner 42,8,C,2026-07-31,Social Studies,69.8,100,Term 3
S1041,Learner 42,8,C,2026-07-31,Hindi,82.9,100,Term 3
S1042,Learner 43,6,A,2026-06-13,Maths,81.0,100,Term 1
S1042,Learner 43,6,A,2026-06-13,Science,63.1,100,Term 1
S1042,Learner 43,6,A,2026-06-13,English,84.3,100,Term 1
S1042,Learner 43,6,A,2026-06-13,Social Studies,60.8,100,Term 1
S1042,Learner 43,6,A,2026-06-13,Hindi,81.5,100,Term 1
S1042,Learner 43,6,A,2026-07-07,Maths,95.2,100,Term 2
S1042,Learner 43,6,A,2026-07-07,Science,89.0,100,Term 2
S1042,Learner 43,6,A,2026-07-07,English,65.6,100,Term 2
S1042,Learner 43,6,A,2026-07-07,Social Studies,91.8,100,Term 2
S1042,Learner 43,6,A,2026-07-07,Hindi,94.4,100,Term 2
S1042,Learner 43,6,A,2026-07-31,Maths,79.6,100,Term 3
S1042,Learner 43,6,A,2026-07-31,Science,78.9,100,Term 3
S1042,Learner 43,6,A,2026-07-31,English,95.4,100,Term 3
S1042,Learner 43,6,A,2026-07-31,Social Studies,80.9,100,Term 3
S1042,Learner 43,6,A,2026-07-31,Hindi,61.9,100,Term 3
S1043,Learner 44,7,B,2026-06-13,Maths,75.8,100,Term 1
S1043,Learner 44,7,B,2026-06-13,Science,77.4,100,Term 1
S1043,Learner 44,7,B,2026-06-13,English,84.0,100,Term 1
S1043,Learner 44,7,B,2026-06-13,Social Studies,96.2,100,Term 1
S1043,Learner 44,7,B,2026-06-13,Hindi,84.0,100,Term 1
S1043,Learner 44,7,B,2026-07-07,Maths,88.3,100,Term 2
S1043,Learner 44,7,B,2026-07-07,Science,63.4,100,Term 2
S1043,Learner 44,7,B,2026-07-07,English,68.4,100,Term 2
S1043,Learner 44,7,B,2026-07-07,Social Studies,78.4,100,Term 2
S1043,Learner 44,7,B,2026-07-07,Hindi,81.0,100,Term 2
S1043,Learner 44,7,B,2026-07-31,Maths,98,100,Term 3
S1043,Learner 44,7,B,2026-07-31,Science,92.3,100,Term 3
S1043,Learner 44,7,B,2026-07-31,English,65.2,100,Term 3
S1043,Learner 44,7,B,2026-07-31,Social Studies,85.7,100,Term 3
S1043,Learner 44,7,B,2026-07-31,Hindi,69.6,100,Term 3
S1044,Learner 45,8,C,2026-06-13,Maths,73.0,100,Term 1
S1044,Learner 45,8,C,2026-06-13,Science,77.6,100,Term 1
S1044,Learner 45,8,C,2026-06-13,English,76.7,100,Term 1
S1044,Learner 45,8,C,2026-06-13,Social Studies,79.2,100,Term 1
S1044,Learner 45,8,C,2026-06-13,Hindi,71.8,100,Term 1
S1044,Learner 45,8,C,2026-07-07,Maths,85.3,100,Term 2
S1044,Learner 45,8,C,2026-07-07,Science,73.8,100,Term 2
S1044,Learner 45,8,C,2026-07-07,English,75.1,100,Term 2
S1044,Learner 45,8,C,2026-07-07,Social Studies,70.6,100,Term 2
S1044,Learner 45,8,C,2026-07-07,Hindi,77.8,100,Term 2
S1044,Learner 45,8,C,2026-07-31,Maths,68.6,100,Term 3
S1044,Learner 45,8,C,2026-07-31,Science,67.9,100,Term 3
S1044,Learner 45,8,C,2026-07-31,English,85.1,100,Term 3
S1044,Learner 45,8,C,2026-07-31,Social Studies,81.8,100,Term 3
S1044,Learner 45,8,C,2026-07-31,Hindi,80.9,100,Term 3
S1045,Learner 46,6,A,2026-06-13,Maths,78.3,100,Term 1
S1045,Learner 46,6,A,2026-06-13,Science,68.1,100,Term 1
S1045,Learner 46,6,A,2026-06-13,English,63.5,100,Term 1
S1045,Learner 46,6,A,2026-06-13,Social Studies,87.6,100,Term 1
S1045,Learner 46,6,A,2026-06-13,Hindi,77.1,100,Term 1
S1045,Learner 46,6,A,2026-07-07,Maths,82.5,100,Term 2
S1045,Learner 46,6,A,2026-07-07,Science,77.9,100,Term 2
S1045,Learner 46,6,A,2026-07-07,English,85.7,100,Term 2
S1045,Learner 46,6,A,2026-07-07,Social Studies,66.5,100,Term 2
S1045,Learner 46,6,A,2026-07-07,Hindi,86.7,100,Term 2
S1045,Learner 46,6,A,2026-07-31,Maths,56.1,100,Term 3
S1045,Learner 46,6,A,2026-07-31,Science,79.6,100,Term 3
S1045,Learner 46,6,A,2026-07-31,English,90.0,100,Term 3
S1045,Learner 46,6,A,2026-07-31,Social Studies,80.6,100,Term 3
S1045,Learner 46,6,A,2026-07-31,Hindi,79.8,100,Term 3
S1046,Learner 47,7,B,2026-06-13,Maths,69.7,100,Term 1
S1046,Learner 47,7,B,2026-06-13,Science,86.6,100,Term 1
S1046,Learner 47,7,B,2026-06-13,English,78.0,100,Term 1
S1046,Learner 47,7,B,2026-06-13,Social Studies,84.3,100,Term 1
S1046,Learner 47,7,B,2026-06-13,Hindi,83.4,100,Term 1
S1046,Learner 47,7,B,2026-07-07,Maths,74.9,100,Term 2
S1046,Learner 47,7,B,2026-07-07,Science,71.7,100,Term 2
S1046,Learner 47,7,B,2026-07-07,English,84.4,100,Term 2
S1046,Learner 47,7,B,2026-07-07,Social Studies,83.7,100,Term 2
S1046,Learner 47,7,B,2026-07-07,Hindi,79.3,100,Term 2
S1046,Learner 47,7,B,2026-07-31,Maths,82.4,100,Term 3
S1046,Learner 47,7,B,2026-07-31,Science,71.3,100,Term 3
S1046,Learner 47,7,B,2026-07-31,English,77.8,100,Term 3
S1046,Learner 47,7,B,2026-07-31,Social Studies,84.6,100,Term 3
S1046,Learner 47,7,B,2026-07-31,Hindi,79.9,100,Term 3
S1047,Learner 48,8,C,2026-06-13,Maths,53.0,100,Term 1
S1047,Learner 48,8,C,2026-06-13,Science,80.5,100,Term 1
S1047,Learner 48,8,C,2026-06-13,English,72.4,100,Term 1
S1047,Learner 48,8,C,2026-06-13,Social Studies,74.7,100,Term 1
S1047,Learner 48,8,C,2026-06-13,Hindi,78.8,100,Term 1
S1047,Learner 48,8,C,2026-07-07,Maths,92.3,100,Term 2
S1047,Learner 48,8,C,2026-07-07,Science,57.3,100,Term 2
S1047,Learner 48,8,C,2026-07-07,English,68.2,100,Term 2
S1047,Learner 48,8,C,2026-07-07,Social Studies,95.2,100,Term 2
S1047,Learner 48,8,C,2026-07-07,Hindi,71.4,100,Term 2
S1047,Learner 48,8,C,2026-07-31,Maths,94.5,100,Term 3
S1047,Learner 48,8,C,2026-07-31,Science,91.3,100,Term 3
S1047,Learner 48,8,C,2026-07-31,English,68.7,100,Term 3
S1047,Learner 48,8,C,2026-07-31,Social Studies,74.8,100,Term 3
S1047,Learner 48,8,C,2026-07-31,Hindi,85.6,100,Term 3
S1048,Learner 49,6,A,2026-06-13,Maths,68.6,100,Term 1
S1048,Learner 49,6,A,2026-06-13,Science,52.0,100,Term 1
S1048,Learner 49,6,A,2026-06-13,English,55.0,100,Term 1
S1048,Learner 49,6,A,2026-06-13,Social Studies,48.8,100,Term 1
S1048,Learner 49,6,A,2026-06-13,Hindi,73.6,100,Term 1
S1048,Learner 49,6,A,2026-07-07,Maths,35.3,100,Term 2
S1048,Learner 49,6,A,2026-07-07,Science,54.9,100,Term 2
S1048,Learner 49,6,A,2026-07-07,English,60.8,100,Term 2
S1048,Learner 49,6,A,2026-07-07,Social Studies,56.0,100,Term 2
S1048,Learner 49,6,A,2026-07-07,Hindi,48.2,100,Term 2
S1048,Learner 49,6,A,2026-07-31,Maths,57.2,100,Term 3
S1048,Learner 49,6,A,2026-07-31,Science,46.1,100,Term 3
S1048,Learner 49,6,A,2026-07-31,English,42.9,100,Term 3
S1048,Learner 49,6,A,2026-07-31,Social Studies,72.0,100,Term 3
S1048,Learner 49,6,A,2026-07-31,Hindi,70.7,100,Term 3
S1049,Learner 50,7,B,2026-06-13,Maths,57.7,100,Term 1
S1049,Learner 50,7,B,2026-06-13,Science,76.7,100,Term 1
S1049,Learner 50,7,B,2026-06-13,English,90.5,100,Term 1
S1049,Learner 50,7,B,2026-06-13,Social Studies,77.0,100,Term 1
S1049,Learner 50,7,B,2026-06-13,Hindi,73.8,100,Term 1
S1049,Learner 50,7,B,2026-07-07,Maths,63.8,100,Term 2
S1049,Learner 50,7,B,2026-07-07,Science,59.9,100,Term 2
S1049,Learner 50,7,B,2026-07-07,English,79.0,100,Term 2
S1049,Learner 50,7,B,2026-07-07,Social Studies,68.9,100,Term 2
S1049,Learner 50,7,B,2026-07-07,Hindi,74.3,100,Term 2
S1049,Learner 50,7,B,2026-07-31,Maths,50.4,100,Term 3
S1049,Learner 50,7,B,2026-07-31,Science,76.1,100,Term 3
S1049,Learner 50,7,B,2026-07-31,English,72.7,100,Term 3
S1049,Learner 50,7,B,2026-07-31,Social Studies,71.4,100,Term 3
S1049,Learner 50,7,B,2026-07-31,Hindi,84.0,100,Term 3
S1050,Learner 51,8,C,2026-06-13,Maths,16.2,100,Term 1
S1050,Learner 51,8,C,2026-06-13,Science,49.8,100,Term 1
S1050,Learner 51,8,C,2026-06-13,English,31.3,100,Term 1
S1050,Learner 51,8,C,2026-06-13,Social Studies,36.4,100,Term 1
S1050,Learner 51,8,C,2026-06-13,Hindi,66.9,100,Term 1
S1050,Learner 51,8,C,2026-07-07,Maths,42.0,100,Term 2
S1050,Learner 51,8,C,2026-07-07,Science,57.5,100,Term 2
S1050,Learner 51,8,C,2026-07-07,English,33.4,100,Term 2
S1050,Learner 51,8,C,2026-07-07,Social Studies,38.6,100,Term 2
S1050,Learner 51,8,C,2026-07-07,Hindi,57.1,100,Term 2
S1050,Learner 51,8,C,2026-07-31,English,54.4,100,Term 3
S1050,Learner 51,8,C,2026-07-31,Social Studies,55.1,100,Term 3
S1050,Learner 51,8,C,2026-07-31,Hindi,56.0,100,Term 3
S1051,Learner 52,6,A,2026-06-13,Maths,63.9,100,Term 1
S1051,Learner 52,6,A,2026-06-13,Science,62.8,100,Term 1
S1051,Learner 52,6,A,2026-06-13,English,85.4,100,Term 1
S1051,Learner 52,6,A,2026-06-13,Social Studies,72.2,100,Term 1
S1051,Learner 52,6,A,2026-06-13,Hindi,75.3,100,Term 1
S1051,Learner 52,6,A,2026-07-07,Maths,44.6,100,Term 2
S1051,Learner 52,6,A,2026-07-07,Science,64.9,100,Term 2
S1051,Learner 52,6,A,2026-07-07,English,55.7,100,Term 2
S1051,Learner 52,6,A,2026-07-07,Social Studies,46.2,100,Term 2
S1051,Learner 52,6,A,2026-07-07,Hindi,59.7,100,Term 2
S1051,Learner 52,6,A,2026-07-31,Maths,39.0,100,Term 3
S1051,Learner 52,6,A,2026-07-31,Science,36.3,100,Term 3
S1051,Learner 52,6,A,2026-07-31,English,53.9,100,Term 3
S1051,Learner 52,6,A,2026-07-31,Social Studies,39.3,100,Term 3
S1051,Learner 52,6,A,2026-07-31,Hindi,44.0,100,Term 3
S1052,Learner 53,7,B,2026-06-13,Maths,94.5,100,Term 1
S1052,Learner 53,7,B,2026-06-13,Science,87.7,100,Term 1
S1052,Learner 53,7,B,2026-06-13,English,98,100,Term 1
S1052,Learner 53,7,B,2026-06-13,Social Studies,69.1,100,Term 1
